station_id,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_num_curves,q_uncert_n,q_uncert_q10,q_uncert_q10_upper,q_uncert_q10_lower,q_uncert_q50,q_uncert_q50_upper,q_uncert_q50_lower,q_uncert_q90,q_uncert_q90_upper,q_uncert_q90_lower,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,hdf_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
226407,Morwell River at Boolarra (226407),South East Coast (Victoria),MITCHELL-THOMSON RIVERS,No notes,-38.4075,146.304722,-38.471663,146.341213,55,115,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19720511,20141231,0.169181380417335,4,14253,0.117875652,46.34%,-33.89%,0.408966087,34.17%,-26.15%,1.845613913,25.78%,-20.14%,2.956823,2.740362,0.926793,-0.243607,0,16.663445,1.242509,son,211.783692,3.829165,djf,0.899566,0.310384,2.753972,1.461813,0.537895,140.789474,3.061351,0.085269,13.322875,2.607735,80.925174,10.501832,0,SILICSED,0.87579155,IGNEOUS,0.107187462,0,0.107187462,0.87579155,0,0.017021028,0,0,0,36.4285698,41.1428566,33.4285698,1.491838714,299.020874,246.0121155,125,517.3867188,306.4240112,392.3867188,24.38,20.2676868,0.8357741,3,0.6032451,0.499853,0.0208115,0.8685,0.0888,0.0406,0.0021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09527,0,0,0.00015,0,0,0,0,0,0,0.87708,0.02748,0,0,0,0.90456,0,0,100,32.8371887,0,0,0,0.0515178,0,0,0,18.8966351,20.2676868,0,0,0,0.26,0.0340426,1,0.5638298,0.3145479,0,0.157274,1.9744558,5.5442076,0.9912394,0,1721.809815,0.0691068,0.4300704,0.4759222,128.8882599,69.4200058,54.659729,8.3432693,0.8580379,0.5944362,0.7913496,0.6209966,0.4081515,0.2759817,0.3524455,0.5750402,0.7909691,1.0281572,1.0508237,1.0019045
227225A,Tarra River at Fischers (227225A),South East Coast (Victoria),SOUTH GIPPSLAND,No notes,-38.469722,146.555278,-38.453863,146.530323,55,20.3,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19680425,20141231,0.00158339197748065,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.137731,2.702115,0.861169,-0.232737,0,16.710173,1.25035,jja,212.381819,3.825114,djf,1.178707,0.366911,2.344924,1.216516,0.606422,169.297872,2.753771,0.227394,4.934361,2.473118,21.131938,9.471154,0,SILICSED,1,UNCONSOLDTED,0,0,0,1,0,0,0,0,0,34,41,35,1.5,300,249,189,679.6342163,444.9356995,490.6342163,27.17,7.2572522,0.904165,3,0.7150621,0.5215589,0.0675942,0.9221,0.0538,0.0233,0.0009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0.95569,0.0439,0,0.00021,0,0.9998,0,0,100,72.6777344,0,0,0,0,0,0,0,0,7.2572522,0,0,0,0.175,0,0,0.4739362,0.2098037,0,0.1049019,3.8371174,6.772366,1,0,2223.690918,0.0533486,0.4008394,0.5276321,138.6090851,77.5571823,44.7489853,8.7412739,0.9404247,0.6609623,0.8299056,0.6347288,0.4189861,0.2875249,0.3653694,0.5861171,0.8028467,1.0424948,1.098639,1.0759766
227226,Tarwin River East Branch  at Dumbalk North (227226),South East Coast (Victoria),SOUTH GIPPSLAND,No notes,-38.499722,146.160833,-38.504629,146.228259,55,127.1,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19700425,20141231,0.000428869011150594,4,14187,0.047637341,54.56%,-39.78%,0.267859953,24.86%,-21.48%,1.663323367,11.46%,-10.64%,2.872899,2.77363,0.965446,-0.259168,0,17.055966,1.238968,jja,212.858451,3.895997,djf,0.743623,0.264515,2.685428,1.43246,0.434586,142.911111,2.712916,0.029788,20.79787,2.806647,127.451318,14.34005,0,SILICSED,0.871414642,IGNEOUS,0.126851664,0.001734153,0.126851664,0.871414642,0,0,0,0,0,39,42,29,1.456039305,299.7314758,239.5623169,58,420.2118835,208.4264984,362.2118835,20.06,26.9684448,0.7121837,3,0.4863752,0.4272296,0.0137107,0.8265,0.1009,0.0606,0.0108,0.0012,0,0,0,0,0,1,0,0,0,0,0,0,0,0.65847,0,0,0,0,0,0,0,0,0,0.31976,0.02176,0,3e-05,0,0.34155,0,0,98.0644302,13.6869488,0.346817,0,1.5888506,0.0111872,0,0,0,73.1727142,26.9684448,0,0,0,0.1555556,0.0326531,0,0.7337372,0.3701685,0,0.1850843,3.3883233,4.7404904,1,0,1394.136231,0.0792149,0.4480375,0.4430574,122.0206299,63.9524002,60.7216721,7.111577,0.7298903,0.4926763,0.6639512,0.5286277,0.3516037,0.2416852,0.3050765,0.4937236,0.6765465,0.8813752,0.8878615,0.864337
227227,Wilkur Creek at Leongatha (227227),South East Coast (Victoria),SOUTH GIPPSLAND,No notes,-38.393333,145.957222,-38.351655,145.920982,55,105.1,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19731026,20141231,0,4,14083,0.000751665,n/a,n/a,0.175158896,34.36%,-29.41%,2.308352046,11.50%,-10.59%,2.988134,2.786524,0.932529,-0.2752,0,17.476524,1.202572,jja,213.512653,4.025018,djf,0.959889,0.329268,2.497213,1.370831,0.330524,140.071429,4.309199,0,50.409454,4.389006,185.538841,20.055118,0.07745,SILICSED,0.982514114,OTHERSED,0.010646238,0.004125341,0.002714365,0.982514114,0,0.010646238,0,0,0,39,42,29,1.453757838,298.7581177,240.3381348,72,479.825531,226.881134,407.825531,21.53,21.2950249,0.832616,4,0.5490202,0.3820733,0.0192225,0.8633,0.0899,0.0419,0.0049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.83019,0,0,0,0,0,0,0,0,0,0.15895,0.01085,0,0,0,0.1698,0,0,99.1325531,6.9316411,0,0,0.8674446,0,0,0,0,88.5351639,21.2950249,0,0,0,0.3047619,0.1,0,0.7338867,0.3658468,0,0.1829234,5.9664907,8.3450909,1,0,1576.009888,0.073469,0.4309028,0.4517169,125.4910965,67.7872162,59.2154541,5.7974763,0.6107524,0.4226319,0.5277796,0.4171434,0.2796519,0.1947055,0.2423085,0.3907092,0.5353814,0.7205896,0.7337983,0.7252269
229650A,Aldermans Creek at RD 32 (229650A),South East Coast (Victoria),YARRA RIVER,No notes,-37.721389,145.941111,-37.747593,145.970603,55,25.5,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19790529,20141231,0.100838397046381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.018572,2.750307,0.684399,-0.308952,0.000478,16.392419,1.165449,son,201.223012,3.68871,djf,0.82565,0.216217,2.558232,1.98815,0.721753,155.722222,2.589292,0.12002,0.624893,2.857143,39.618221,9.984252,0,SILICSED,1,UNCONSOLDTED,0,0,0,1,0,0,0,0,0,39,42,29,1.024807932,288.7034607,183.3812561,384,948.2294312,628.1233521,564.2294312,28.29,11.0331593,0.9492546,3,0.4989252,0.4210121,0.05011,0.8977,0.0658,0.0353,0.0012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01586,0,0,0,0,0,0,0.77382,0.20169,0,0.00865,0,0.98416,0,0,100,100,0,0,0,0,0,0,0,0,11.0331593,0,0,0,0.1333333,0,0,0,0.0305666,0,0.0152833,0.2472908,0.3259294,0,0,3738.577637,0.0425529,0.3445669,0.5086499,154.1865234,94.6057129,47.9619865,7.7172775,0.7945564,0.588589,0.7277751,0.5764748,0.3697478,0.2447416,0.3058425,0.5001756,0.6910028,0.9421563,0.9684541,1.010016
229661A,Walshes Creek at RD 1 (229661A),South East Coast (Victoria),YARRA RIVER,No notes,-37.633611,145.926667,-37.603434,145.955627,55,54.4,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19790518,20141231,0.0816938210882263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.866655,2.786316,0.720601,-0.380635,0.000407,17.009237,1.19501,jja,207.391197,3.981163,djf,0.746979,0.200777,1.907295,1.803943,0.663838,152.777778,2.744048,0.090068,12.777178,6.966667,75.807181,11.588785,0,SILICSED,0.998029404,IGNEOUS,0.0019706,0,0.0019706,0.998029404,0,0,0,0,0,30,40,43,1,300,196,400,1001.691345,709.2897339,601.691345,33.54,12.6407261,0.9289255,3,0.6583665,0.5185074,0.0480417,0.9436,0.0394,0.0165,0.0004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01061,0,0,0,0.00015,0,0,0.6453,0.33645,0,0.00747,0,0.98922,0,0,100,100,0,0,0,0,0,0,0,0,12.6407261,0,0,0,0.192,0,0,0,0.0162385,0,0.0081193,0.243034,0.2430342,0,0,2976.9021,0.0415172,0.3273627,0.4844077,157.1873169,98.0519638,53.842083,8.375639,0.8334587,0.5405412,0.7793391,0.6509473,0.4194927,0.2769756,0.3450104,0.566066,0.7846391,1.0609239,1.0585506,1.0700387
230210,Saltwater Creek at Bullengarook (230210),South East Coast (Victoria),YARRA RIVER,No notes,-37.471944,144.524167,-37.463686,144.472301,55,39,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19680510,20141231,0.00369783412572636,2,14700,0,n/a,n/a,0.020721372,72.12%,-18.69%,0.480349231,9.39%,-8.56%,2.399607,2.818236,1.174457,-0.275661,0.000437,17.822316,1.254605,son,234.951768,4.54529,djf,0.286107,0.117904,3.92879,0.541074,0.219732,177.627907,0.856217,0,87.256318,16.350806,245.910039,43.618321,0.254625,SILICSED,0.931106949,OTHERSED,0.045960555,0.016678178,0.00625446,0.931106949,0,0.045960555,0,0,0,18,38,69,0.952658294,67.5853882,90.6052399,471,725.8922729,594.194519,254.8922729,8.03,12.3211679,0.9944418,3,0.5690715,0.4752096,0.0203676,0.5947,0.1365,0.2084,0.0604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0.00022,0,0,0.87375,0.12165,0,0.00022,0,0.99562,0,0,98.2127991,90.5683823,0,0,1.7871919,1.7474823,0,0,0,0,12.3211679,0,0,0,0.4,0.08,0,0.478125,0.2636764,0,0.1318382,5.3292751,9.2675524,1,0,1087.359863,0.0360022,0.2805251,0.4686423,140.8603363,84.656929,59.3396187,6.2574596,0.5665052,0.4079935,0.5167249,0.500519,0.3643183,0.2679267,0.3159713,0.4789022,0.6252828,0.7753149,0.758209,0.6843514
231213,Lerderderg River at Sardine Creek O'brien Crossing (231213),South East Coast (Victoria),WERRIBEE RIVER,No notes,-37.496111,144.359722,-37.456111,144.322016,55,153.4,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19590417,20141231,0.0057008059760173,4,18128,0,n/a,n/a,0.102107236,33.21%,-26.29%,1.130338983,16.66%,-14.74%,2.570918,2.785707,1.083546,-0.347736,0.000409,18.065305,1.237516,jja,231.344315,4.538687,djf,0.452466,0.174981,2.796553,1.339439,0.422318,157.196429,1.811519,0,45.024392,6.985994,180.512789,33.441472,0.148231,SILICSED,0.931517792,IGNEOUS,0.047150555,0.021331882,0.047150555,0.931517792,0,0,0,0,0,17.8461552,60.3076897,68.8461533,0.996519681,108.8183441,116.4983368,442,875.9675903,657.3857422,433.9675903,12.76,26.4714279,0.8908388,4,0.5332844,0.5428758,0.0180635,0.7019,0.1449,0.1159,0.0346,0.0018,0.0009,0,0,0,0,1,0,0,0,0,0,0,0.00069,0.0159,0,0,0,0,0,0,3e-05,0,0,0.81058,0.16747,0,0.0004,0.0049,0.97845,0,0,98.0947037,93.2522736,0,0,1.9053185,1.9053185,0,0,0,2.7154469,26.4714279,0,0,0,0.0343284,0.0097561,1,0.05,0.2798398,0,0.1399199,4.5389481,39.5535316,1,0.037233,1398.394531,0.0312982,0.2689277,0.4708341,144.6990814,89.5635605,59.2855453,7.0708113,0.6382619,0.4475135,0.5896587,0.573847,0.4058147,0.2986935,0.3533039,0.5368447,0.7057631,0.8894442,0.8549731,0.7832462
235205,Arkins Creek West Branch at Wyelangta (235205),South East Coast (Victoria),OTWAY COAST,No notes,-38.638056,143.443056,-38.651587,143.449099,54,4.4,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19580214,20141231,0,6,18609,0.379256818,55.00%,-45.27%,1.612534091,20.79%,-19.14%,5.495236364,9.86%,-9.35%,4.410309,2.551671,0.57857,-0.444928,0,13.635427,1.202803,jja,172.559644,3.206112,djf,2.542147,0.57045,1.533695,2.055431,0.648557,143.603448,7.568182,0.304773,2.109747,1.538462,61.72769,10.903727,0,SILICSED,1,UNCONSOLDTED,0,0,0,1,0,0,0,0,0,16,43.4814796,68.7037048,0.800000012,110.3370819,79.478653,369,547.4727173,322.3623352,178.4727173,10.43,8.0012388,0.6012215,1,0.5168352,0.5343186,0.0604156,0.6675,0.1728,0.1368,0.0229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,95.1699982,0,0,0,0,0,0,0,0,8.0012388,0.3,0,0,0.0899408,0.0035874,0,0.2474776,0.1354285,0.12,0.1277143,0.9172983,0.9172986,0,0,2825.233643,0.0349402,0.3487712,0.5304571,126.6530457,75.4152679,45.2623253,8.6387348,0.9116988,0.7064518,0.8026032,0.606759,0.4210535,0.3158574,0.3942342,0.5842311,0.774445,1.017505,1.0454972,1.0569708
236213,Mount Emu Creek at Mena Park (236213),South East Coast (Victoria),HOPKINS RIVER,No notes,-37.531111,143.466389,-37.408588,143.478796,54,464.1,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19741024,20141231,0.00190748688602766,6,15367,0,n/a,n/a,0.001346639,93.37%,-45.04%,0.1621298,16.29%,-14.34%,1.729757,2.91904,1.687544,-0.266258,0,17.962502,1.2289,son,251.110543,5.247852,djf,0.078335,0.046248,4.112735,0.261816,0.255083,156.825,0.319934,0,137.813255,46.847458,268.297079,72.716216,0.474029,IGNEOUS,0.430294914,SILICSED,0.322842903,0.240831642,0.430294914,0.322842903,0,0.002733047,0,0,0,33.8227844,54.4683571,51.9556961,0.916751186,34.8727989,66.942276,352,721.2944336,416.2513123,369.2944336,4.34,41.6775436,0.4918622,4,0.5819501,0.1712489,0.0088315,0.3902,0.0445,0.1371,0.1945,0.0699,0.0769,0.0869,0,0,0,0.09,0,0.00023,0,0,0,0,0.0166,0.6637,0,0.00972,0.00445,0,2e-05,0.00058,0.00035,0,0,0.06782,0.22799,0,0.0062,0.0023,0.30201,2.7054057,0.0199107,33.609684,14.5909576,0,0,61.1078453,1.7379405,0,0,0,81.4587555,41.6775436,0,0,0,0.0842105,0.0108108,0,0.7451343,0.3569901,0.4768429,0.4169165,3.6332495,339.5259399,0.8888741,0.0116905,694.9106445,0.0420249,0.2663642,0.4217351,122.4064865,75.1534576,71.867485,3.4826527,0.2542743,0.1595622,0.2088894,0.2200552,0.1821141,0.1538066,0.1938024,0.2939804,0.417698,0.557531,0.4810074,0.3672153
238208,Jimmy Creek at Jimmy Creek (238208),South East Coast (Victoria),GLENELG RIVER,No notes,-37.373333,142.507778,-37.372656,142.548599,54,22.5,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19510101,20141231,0.000128336755646817,5,21219,0.051554222,38.45%,-30.02%,0.133338222,34.24%,-26.60%,1.005499556,20.94%,-17.61%,2.179512,2.836189,1.301295,-0.429951,0,19.962489,1.231834,jja,246.119921,5.17387,djf,0.405897,0.18626,2.407849,1.187779,0.551868,160.984615,1.579969,0.043404,27.159736,5.111765,104.607175,20.408537,0,SILICSED,0.540208702,IGNEOUS,0.274644222,0.185147762,0.274644222,0.540208702,0,0,0,0,0,11,11,80,0.504261227,297.9354858,124.4838715,321,1069.685059,493.3245239,748.685059,20.43,10.3569422,1.0201102,2,0.5314826,0.2357801,0.0728189,0.7817,0.0767,0.103,0.0385,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02439,0.0024,0,0,0.00075,0,0.00894,0.0013,0.00521,0,0,0.17713,0.64426,0.00783,0.12777,0,0.95699,0.0645167,0.0645167,41.4232788,41.3587761,6.7099862,6.7099862,51.8022614,51.5442429,0,0,0,0.2580152,10.3569422,0,0,0,0.24,0.0150943,0,0.0544811,0.050326,0,0.025163,0.3386515,0.3386514,0,0,779.1315918,0.0308163,0.2515336,0.4412782,124.5823288,92.1735535,68.4576416,4.7862158,0.3842493,0.2325646,0.3858175,0.4101036,0.3024851,0.230695,0.2788133,0.4090827,0.5313576,0.633324,0.532515,0.4652562
A2390519,Mosquito Creek at Struan (A2390519),South East Coast (Victoria),MILLICENT COAST,Uncertain catchment boundary.  The SRTM-derived boundary is 23.5% smaller than the BOM published value.  The BoM boundary has been adopted (see _README_HRS_Boundaries.pdf).,-37.0938,140.776,-37.038158,141.136547,54,1549,SA,VIC,1430,2330,1400,Not nested,n/a,0,19710605,20141230,0.00395852968897267,2,14825,0,n/a,n/a,0.00346346,93.78%,-41.44%,0.071000129,29.60%,-23.69%,1.620349,3.043465,1.878277,-0.535041,0,19.775574,1.225956,jja,256.671255,5.697925,djf,0.039457,0.024626,6.136227,0.321283,0.30783,156.348837,0.199066,0,53.593963,17.621212,267.485948,87.94697,0.183699,UNCONSOLDTED,0.920293655,OTHERSED,0.061527362,0.920293655,0,0.017051166,0,0.061527362,0,0,0,13.204546,35.9090881,75.8409042,0.964000321,147.5584259,111.1870117,51,195.9464722,120.7745743,141.9464722,1.21,75.3398056,0.2462795,3,0.5093348,0.4739364,0.0018967,0.1849,0.0065,0.0564,0.1057,0.0974,0.1188,0.1661,0.2642,0,0,0.75,0,0.00088,0.0001,0.01483,0.00209,0,0.07674,0.69448,0,0.03768,0.02852,0,8e-05,0.00075,0.0005,6e-05,0,0.01855,0.08296,0.00042,0.04054,0.0008,0.14247,0.3517624,0.0399733,0,0,1.036284,0.1478294,96.9135132,9.6339397,0,0,0.9865615,89.8931122,75.3398056,0,0.6,0,0.5142857,0.1942857,0,0.6556777,0.3578893,0.6926255,0.5252574,0.7776227,44.2924805,0.0978003,0.0030396,481.8571777,0.0423289,0.2732326,0.3808284,99.6511917,68.5484161,83.0137024,2.4683831,0.0925336,0.0474231,0.0899962,0.1030766,0.1168245,0.1363287,0.2013134,0.3072919,0.4241789,0.4719013,0.3167723,0.1703148
A2390523,Stony Creek at Woakwine Range (A2390523),South East Coast (Victoria),MILLICENT COAST,Uncertain catchment boundary: CA_SRTM is 98.3% smaller than CA_BOM.  The BoM boundary has been adopted (see _README_HRS_Boundaries.pdf).  ,-37.7034,140.3622,-37.785319,140.615582,54,485.4,SA,n/a,1430,2330,1400,Not nested,n/a,0,19730602,20140428,0.00247640720165986,2,11595,0.000603607,n/a,n/a,0.004688793,25.00%,-20.49%,0.020765925,15.10%,-13.31%,2.074166,2.84,1.369225,-0.637544,0,18.626049,1.218215,jja,235.353635,4.792198,djf,0.027065,0.013019,6.854018,0.851224,0.579186,156.714286,0.135544,0,48.597071,36.054545,172.258605,75.580645,0.059716,CARBNATESED,0.456472931,SILICSED,0.436893997,0.088153353,0,0.436893997,0.456472931,0,0,0.018479187,0,18.671875,28.765625,65.140625,0.68031081,248.1241608,117.4492874,19,233.5055237,44.6584358,216.5055237,2.54,49.7597542,0.010232,1,0.5393518,0.1827643,0.0046439,0.291,0.0233,0.1102,0.1471,0.075,0.1283,0.1853,0.0398,0,0,0.59,0.0026,0,0,0.02069,0.02612,0,0.0152,0.54729,0,0.01042,0.00112,0,3e-05,8e-05,9e-05,1e-05,0,0.30155,0.06455,0.00013,0.0095,0.0007,0.37573,0.8218203,0.8218203,0,0,1.1393359,1.1393359,97.5035477,4.2110658,0,0,0.535289,93.4684296,49.7597542,0,0.6,0,0.0900763,0.0051515,0,0.7035726,0.3558724,0.4682682,0.4120703,2.5720873,7.4836197,0.9845614,0,606.0324707,0.0419107,0.3374905,0.411497,90.7840881,54.5586548,72.4305649,3.9750495,0.3169411,0.1493353,0.3395744,0.325764,0.2495841,0.2005783,0.2534109,0.3587663,0.4656827,0.524381,0.433692,0.3700426
A2390531,Morambro Creek at Bordertown-Naracoorte Road Bridge (A2390531),South East Coast (Victoria),MILLICENT COAST,No notes,-36.689167,140.661111,-36.711624,140.899296,54,404.9,SA,VIC,1430,2330,1400,Not nested,n/a,0,19760812,20140908,0.00345149924498454,1,12919,0,n/a,n/a,0,n/a,n/a,0.014161176,71.16%,-47.18%,1.455769,3.12945,2.149688,-0.533329,0,20.79426,1.240245,jja,268.512301,6.157523,djf,0.020511,0.014508,6.281746,0,0.231667,158.111111,0.075404,0,67.837037,67.736842,318.602154,246.714286,0.814272,UNCONSOLDTED,0.916045151,SILICSED,0.082965488,0.916045151,0,0.082965488,0,0,0,0,0,13.5912561,38.6716576,75.1610947,1.262228255,71.3355789,105.6037445,70,164.9065552,94.7911758,94.9065552,1.05,70.7180252,0.1126975,2,0.3354834,0.4453017,0.0017874,0.1912,0.0086,0.0564,0.0941,0.1053,0.1767,0.2284,0.1394,0,0,0.51,0,4e-05,0,0.02568,0.00209,0,0.19075,0.63332,0,0.00753,0.0337,0,0,0.00078,0.0002,0,0,0.00018,0.03,5e-05,0.07541,0.0003,0.10564,24.4741955,0.1541431,0,0,0.5923868,0.5923868,74.3272705,16.7622852,0,0,0.6061987,81.9340134,70.7180252,0.1,0,0,0.1812721,0.0082969,0.2,0.5969517,0.3522161,0.04,0.1961081,0.6887204,1.2483771,0.0123327,0,370.7409363,0.0378256,0.248094,0.3471437,90.8567047,71.1596451,90.3368835,2.494271,0.0800911,0.0459786,0.0915948,0.1130706,0.1272226,0.1376795,0.2067616,0.3314694,0.4628719,0.4827449,0.2829009,0.1415799
604053,Kent River at Styx Junction (604053),South West Coast,KENT RIVER,No notes,-34.889167,117.087222,-34.587003,117.192687,50,1841.4,WA,n/a,1600,100,1700,Not nested,n/a,0,19560420,20141231,9.32835820895522e-05,2,19918,0.000879228,n/a,n/a,0.010991555,49.04%,-38.42%,0.348470566,9.57%,-9.02%,2.139878,3.207914,1.499111,-0.727894,0,17.897082,1.233097,jja,232.353654,4.754638,djf,0.112923,0.055054,3.308688,1.074467,0.43062,148.474576,0.555532,0.000522,90.247656,18.140411,213.377694,60.211538,0,UNCONSOLDTED,0.715008621,IGNEOUS,0.239078293,0.715008621,0.239078293,0.000553118,0,0.012961135,0.032398939,0,0.272030392,16.78125,34.421875,64.765625,0.93679085,194.3524933,128.2157898,38,403.2254944,199.6009216,365.2254944,3.57,124.8073502,0.4658,4,0.3815994,0.4489878,0.0029609,0.3897,0.0289,0.1428,0.2219,0.0721,0.0642,0.0477,0.0327,0,0,0.06,0,0.0035,0.0004,0.0002,0,0,0.06673,0.19418,0,5e-05,0.01862,0,0.0011,0.00145,0.00359,0.00044,2e-05,0.35288,0.28042,0.00651,0.06979,0,0.7096,5.3688126,4.9016337,73.7718506,45.463459,0,0,20.2243538,8.7223549,0.0614839,0.0614839,0,0,124.8073502,0,0,0,0.1777778,0.0222222,0,0.1935764,0.108336,0,0.054168,0.3011659,1.8227286,0.0665631,0,593.2929077,0.0607081,0.3712099,0.3828189,79.2256317,48.2697525,86.8523788,3.4535868,0.1500389,0.1435501,0.2151956,0.2384416,0.2301335,0.2204775,0.2754619,0.4026445,0.5051678,0.5098597,0.374496,0.1943619
606001,Deep River at Teds Pool (606001),South West Coast,FRANKLAND-DEEP RIVERS,No notes,-34.764167,116.615278,-34.609559,116.605613,50,473.7,WA,n/a,1600,100,1700,Not nested,n/a,0,19750517,20141231,0,1,13416,0,n/a,n/a,0.011324499,33.97%,-26.42%,0.601344733,16.53%,-14.51%,2.644613,3.194456,1.20791,-0.830888,0,18.598012,1.242197,jja,223.063994,4.770738,djf,0.191108,0.075648,2.988852,1.232754,0.449439,148.025,0.975256,0,121.077069,33.319444,219.644604,77.026549,0.261918,UNCONSOLDTED,0.537341614,IGNEOUS,0.335380478,0.537341614,0.335380478,0,0,0.008463891,0.118813229,0,0.454193878,16.75,33.6500015,64.4499969,0.601190684,298.6171265,144.8063965,109,317.9701538,180.2312012,208.9701538,6.09,62.4024277,0.5232787,4,0.3954574,0.3677705,0.0034912,0.5376,0.0742,0.1949,0.1621,0.0238,0.0059,0.0005,0.001,0,0,0.9,0,2e-05,0,0,0,0,0.0003,0,0,0.00082,4e-05,0,0.00011,4e-05,0.00032,7e-05,0,0.86195,0.12293,0.00012,0.01325,0,0.99825,0,0,85.5540848,85.1214676,0.3657725,0.3657725,14.08008,14.0334845,0,0,0,0,62.4024277,0,0,0,0,0,0,0,0.0092506,0,0.0046253,0.1073915,0.10784,0,0,820.7329102,0.0645725,0.4012554,0.3935574,79.5549316,48.452034,82.6106567,5.37919,0.2179874,0.2325771,0.381622,0.4823098,0.4267897,0.359071,0.4053363,0.5631251,0.6902409,0.7324368,0.5953866,0.2996351
